date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,prev_price
12/15/2009,Wheat - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.0
1/15/2010,Wheat - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.5
2/15/2010,Wheat - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.5
3/15/2010,Wheat - Retail,KG,cereals and tubers,26.38,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.5
4/15/2010,Wheat - Retail,KG,cereals and tubers,25.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.38
5/15/2010,Wheat - Retail,KG,cereals and tubers,24.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,25.0
6/15/2010,Wheat - Retail,KG,cereals and tubers,24.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,24.5
7/15/2010,Wheat - Retail,KG,cereals and tubers,24.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,24.5
8/15/2010,Wheat - Retail,KG,cereals and tubers,25.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,24.5
9/15/2010,Wheat - Retail,KG,cereals and tubers,26.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,25.0
10/15/2010,Wheat - Retail,KG,cereals and tubers,26.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.25
11/15/2010,Wheat - Retail,KG,cereals and tubers,26.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.25
12/15/2010,Wheat - Retail,KG,cereals and tubers,26.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.0
1/15/2011,Wheat - Retail,KG,cereals and tubers,28.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.0
2/15/2011,Wheat - Retail,KG,cereals and tubers,28.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.25
3/15/2011,Wheat - Retail,KG,cereals and tubers,28.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.25
4/15/2011,Wheat - Retail,KG,cereals and tubers,27.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.0
5/15/2011,Wheat - Retail,KG,cereals and tubers,26.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,27.5
6/15/2011,Wheat - Retail,KG,cereals and tubers,25.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.0
7/15/2011,Wheat - Retail,KG,cereals and tubers,26.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,25.5
8/15/2011,Wheat - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.25
9/15/2011,Wheat - Retail,KG,cereals and tubers,27.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,26.5
10/15/2011,Wheat - Retail,KG,cereals and tubers,27.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,27.0
11/15/2011,Wheat - Retail,KG,cereals and tubers,28.33,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,27.0
12/15/2011,Wheat - Retail,KG,cereals and tubers,29.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.33
1/15/2012,Wheat - Retail,KG,cereals and tubers,29.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,29.0
2/15/2012,Wheat - Retail,KG,cereals and tubers,28.79,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,29.0
3/15/2012,Wheat - Retail,KG,cereals and tubers,28.87,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.79
4/15/2012,Wheat - Retail,KG,cereals and tubers,29.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.87
5/15/2012,Wheat - Retail,KG,cereals and tubers,28.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,29.0
6/15/2012,Wheat - Retail,KG,cereals and tubers,28.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.6
7/15/2012,Wheat - Retail,KG,cereals and tubers,28.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.0
8/15/2012,Wheat - Retail,KG,cereals and tubers,29.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,28.0
9/15/2012,Wheat - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,29.67
10/15/2012,Wheat - Retail,KG,cereals and tubers,30.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,30.0
11/15/2012,Wheat - Retail,KG,cereals and tubers,30.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,30.0
12/15/2012,Wheat - Retail,KG,cereals and tubers,31.75,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,30.6
1/15/2013,Wheat - Retail,KG,cereals and tubers,34.7,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.75
2/15/2013,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.7
3/15/2013,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
4/15/2013,Wheat - Retail,KG,cereals and tubers,32.73,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
5/15/2013,Wheat - Retail,KG,cereals and tubers,31.4,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.73
6/15/2013,Wheat - Retail,KG,cereals and tubers,32.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.4
7/15/2013,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.67
8/15/2013,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
9/15/2013,Wheat - Retail,KG,cereals and tubers,35.375,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
10/15/2013,Wheat - Retail,KG,cereals and tubers,35.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.375
11/15/2013,Wheat - Retail,KG,cereals and tubers,38.38,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.6
12/15/2013,Wheat - Retail,KG,cereals and tubers,40.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,38.38
1/15/2014,Wheat - Retail,KG,cereals and tubers,40.4,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,40.0
2/15/2014,Wheat - Retail,KG,cereals and tubers,42.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,40.4
3/15/2014,Wheat - Retail,KG,cereals and tubers,42.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,42.0
4/15/2014,Wheat - Retail,KG,cereals and tubers,40.4,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,42.0
5/15/2014,Wheat - Retail,KG,cereals and tubers,35.88,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,40.4
6/15/2014,Wheat - Retail,KG,cereals and tubers,34.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.88
7/15/2014,Wheat - Retail,KG,cereals and tubers,36.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.5
8/15/2014,Wheat - Retail,KG,cereals and tubers,38.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.6
9/15/2014,Wheat - Retail,KG,cereals and tubers,36.75,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,38.0
10/15/2014,Wheat - Retail,KG,cereals and tubers,37.2,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.75
11/15/2014,Wheat - Retail,KG,cereals and tubers,39.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.2
12/15/2014,Wheat - Retail,KG,cereals and tubers,39.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,39.0
1/15/2015,Wheat - Retail,KG,cereals and tubers,37.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,39.0
2/15/2015,Wheat - Retail,KG,cereals and tubers,37.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.0
3/15/2015,Wheat - Retail,KG,cereals and tubers,37.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.0
4/15/2015,Wheat - Retail,KG,cereals and tubers,35.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.0
5/15/2015,Wheat - Retail,KG,cereals and tubers,33.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.0
6/15/2015,Wheat - Retail,KG,cereals and tubers,31.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.5
7/15/2015,Wheat - Retail,KG,cereals and tubers,31.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.25
8/15/2015,Wheat - Retail,KG,cereals and tubers,31.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.0
9/15/2015,Wheat - Retail,KG,cereals and tubers,31.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.0
10/15/2015,Wheat - Retail,KG,cereals and tubers,31.4,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.0
11/15/2015,Wheat - Retail,KG,cereals and tubers,33.167,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,31.4
12/15/2015,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.167
1/15/2016,Wheat - Retail,KG,cereals and tubers,34.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
2/15/2016,Wheat - Retail,KG,cereals and tubers,35.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.25
3/15/2016,Wheat - Retail,KG,cereals and tubers,34.2,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.0
4/15/2016,Wheat - Retail,KG,cereals and tubers,33.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.2
5/15/2016,Wheat - Retail,KG,cereals and tubers,32.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.5
6/15/2016,Wheat - Retail,KG,cereals and tubers,32.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.25
7/15/2016,Wheat - Retail,KG,cereals and tubers,32.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.0
8/15/2016,Wheat - Retail,KG,cereals and tubers,33.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.0
9/15/2016,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.5
10/15/2016,Wheat - Retail,KG,cereals and tubers,34.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
11/15/2016,Wheat - Retail,KG,cereals and tubers,34.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.0
12/15/2016,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.5
1/15/2017,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
2/15/2017,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
3/15/2017,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
4/15/2017,Wheat - Retail,KG,cereals and tubers,35.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
5/15/2017,Wheat - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.0
6/15/2017,Wheat - Retail,KG,cereals and tubers,33.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.0
7/15/2017,Wheat - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.6
8/15/2017,Wheat - Retail,KG,cereals and tubers,32.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.0
9/15/2017,Wheat - Retail,KG,cereals and tubers,32.167,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.0
10/15/2017,Wheat - Retail,KG,cereals and tubers,33.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.167
11/15/2017,Wheat - Retail,KG,cereals and tubers,34.733,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.0
12/15/2017,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.733
1/15/2018,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
2/15/2018,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
3/15/2018,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
4/15/2018,Wheat - Retail,KG,cereals and tubers,34.75,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
5/15/2018,Wheat - Retail,KG,cereals and tubers,32.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,34.75
6/15/2018,Wheat - Retail,KG,cereals and tubers,33.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,32.0
7/15/2018,Wheat - Retail,KG,cereals and tubers,35.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,33.25
8/15/2018,Wheat - Retail,KG,cereals and tubers,35.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.0
9/15/2018,Wheat - Retail,KG,cereals and tubers,35.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.0
10/15/2018,Wheat - Retail,KG,cereals and tubers,35.75,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.0
11/15/2018,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,35.75
12/15/2018,Wheat - Retail,KG,cereals and tubers,36.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
1/15/2019,Wheat - Retail,KG,cereals and tubers,36.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.0
2/15/2019,Wheat - Retail,KG,cereals and tubers,37.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,36.6
3/15/2019,Wheat - Retail,KG,cereals and tubers,37.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.0
4/15/2019,Wheat - Retail,KG,cereals and tubers,37.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.0
5/15/2019,Wheat - Retail,KG,cereals and tubers,38.6,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,37.0
6/15/2019,Wheat - Retail,KG,cereals and tubers,39.88,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,38.6
7/15/2019,Wheat - Retail,KG,cereals and tubers,40.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,39.88
8/15/2019,Wheat - Retail,KG,cereals and tubers,38.53,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,40.67
9/15/2019,Wheat - Retail,KG,cereals and tubers,39.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,38.53
10/15/2019,Wheat - Retail,KG,cereals and tubers,41.2,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,84,15,5,1,294_84_15_5,39.5
12/15/2014,Eggs - Retail,Dozen,"meat, fish and eggs",117.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,41.2
1/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",98.33,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,117.5
2/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",119.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,98.33
3/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",98.33,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,119.0
4/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",84.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,98.33
5/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",81.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,84.5
6/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",85.73,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,81.67
7/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",90.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,85.73
8/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",102.5,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,90.0
9/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",85.73,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,102.5
10/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",99.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,85.73
11/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",100.42,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,99.67
12/15/2015,Eggs - Retail,Dozen,"meat, fish and eggs",101.17,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,100.42
1/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",100.63,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,101.17
2/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",100.21,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,100.63
3/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",80.83,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,100.21
4/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",78.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,80.83
5/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",77.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,78.0
6/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",78.1,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,77.0
7/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",91.33,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,78.1
8/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",100.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,91.33
9/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",102.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,100.0
10/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",102.29,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,102.0
11/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",123.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,102.29
12/15/2016,Eggs - Retail,Dozen,"meat, fish and eggs",129.83,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,123.25
1/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",131.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,129.83
2/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",115.88,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,131.25
3/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",94.03,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,115.88
4/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",90.0,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,94.03
5/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",96.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,90.0
6/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",98.33,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,96.25
7/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",100.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,98.33
8/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",101.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,100.25
9/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",101.67,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,101.67
10/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",111.25,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,101.67
11/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",136.66,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,111.25
12/15/2017,Eggs - Retail,Dozen,"meat, fish and eggs",130.63,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,136.66
1/15/2018,Eggs - Retail,Dozen,"meat, fish and eggs",118.13,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,130.63
2/15/2018,Eggs - Retail,Dozen,"meat, fish and eggs",99.79,PKR,Pakistan,Khyber Pakhtunkhwa,2275,Peshawar,294,92,15,35,2,294_92_15_35,118.13
