cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,prev_price,day,month,year,day_of_week
Wheat - Retail,KG,cereals and tubers,38.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,38.5,15,1,2015,3
Wheat - Retail,KG,cereals and tubers,38.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,38.5,15,2,2015,6
Wheat - Retail,KG,cereals and tubers,38.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,38.5,15,3,2015,6
Wheat - Retail,KG,cereals and tubers,38.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,38.5,15,4,2015,2
Wheat - Retail,KG,cereals and tubers,38.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,38.5,15,5,2015,4
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,38.5,15,6,2015,0
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,7,2015,2
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,8,2015,5
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,9,2015,1
Wheat - Retail,KG,cereals and tubers,35.2,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,10,2015,3
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35.2,15,11,2015,6
Wheat - Retail,KG,cereals and tubers,36.8,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,12,2015,1
Wheat - Retail,KG,cereals and tubers,37.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36.8,15,1,2016,4
Wheat - Retail,KG,cereals and tubers,37,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,37.5,15,2,2016,0
Wheat - Retail,KG,cereals and tubers,37,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,37,15,3,2016,1
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,37,15,4,2016,4
Wheat - Retail,KG,cereals and tubers,35.25,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,5,2016,6
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35.25,15,6,2016,2
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,7,2016,4
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,8,2016,0
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,9,2016,3
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,10,2016,5
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,11,2016,1
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,12,2016,3
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,1,2017,6
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,2,2017,2
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,3,2017,2
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,4,2017,5
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,5,2017,0
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,6,2017,3
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,7,2017,5
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,8,2017,1
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,9,2017,4
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,10,2017,6
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,11,2017,2
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,12,2017,4
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,1,2018,0
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,2,2018,3
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,3,2018,3
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,4,2018,6
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,5,2018,1
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,6,2018,4
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,7,2018,6
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,8,2018,2
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,9,2018,5
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,10,2018,0
Wheat - Retail,KG,cereals and tubers,35,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,11,2018,3
Wheat - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35,15,12,2018,5
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,35.5,15,1,2019,1
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,2,2019,4
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,3,2019,4
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,4,2019,0
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,5,2019,2
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,6,2019,5
Wheat - Retail,KG,cereals and tubers,36,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,7,2019,0
Wheat - Retail,KG,cereals and tubers,36.8,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36,15,8,2019,3
Wheat - Retail,KG,cereals and tubers,37,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,36.8,15,9,2019,6
Wheat - Retail,KG,cereals and tubers,37,PKR,Pakistan,Balochistan,2272,Quetta,295,84,15,5,1,295_84_15_5,37,15,10,2019,1
Eggs - Retail,Dozen,"meat, fish and eggs",102.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,37,15,9,2013,6
Eggs - Retail,Dozen,"meat, fish and eggs",108,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,102.5,15,10,2013,1
Eggs - Retail,Dozen,"meat, fish and eggs",121.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,108,15,11,2013,4
Eggs - Retail,Dozen,"meat, fish and eggs",125,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,121.25,15,12,2014,0
Eggs - Retail,Dozen,"meat, fish and eggs",118.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,125,15,1,2015,3
Eggs - Retail,Dozen,"meat, fish and eggs",123,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,118.75,15,2,2015,6
Eggs - Retail,Dozen,"meat, fish and eggs",118.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,123,15,3,2015,6
Eggs - Retail,Dozen,"meat, fish and eggs",93,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,118.75,15,4,2015,2
Eggs - Retail,Dozen,"meat, fish and eggs",90,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,93,15,5,2015,4
Eggs - Retail,Dozen,"meat, fish and eggs",93.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,90,15,6,2015,0
Eggs - Retail,Dozen,"meat, fish and eggs",104,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,93.75,15,7,2015,2
Eggs - Retail,Dozen,"meat, fish and eggs",115,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,104,15,8,2015,5
Eggs - Retail,Dozen,"meat, fish and eggs",93.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,115,15,9,2015,1
Eggs - Retail,Dozen,"meat, fish and eggs",105,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,93.75,15,10,2015,3
Eggs - Retail,Dozen,"meat, fish and eggs",102.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,105,15,11,2015,6
Eggs - Retail,Dozen,"meat, fish and eggs",115,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,102.5,15,12,2015,1
Eggs - Retail,Dozen,"meat, fish and eggs",111.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,115,15,1,2016,4
Eggs - Retail,Dozen,"meat, fish and eggs",108.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,111.25,15,2,2016,0
Eggs - Retail,Dozen,"meat, fish and eggs",99,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,108.75,15,3,2016,1
Eggs - Retail,Dozen,"meat, fish and eggs",90,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,99,15,4,2016,4
Eggs - Retail,Dozen,"meat, fish and eggs",83.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,90,15,5,2016,6
Eggs - Retail,Dozen,"meat, fish and eggs",83,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,83.75,15,6,2016,2
Eggs - Retail,Dozen,"meat, fish and eggs",91,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,83,15,7,2016,4
Eggs - Retail,Dozen,"meat, fish and eggs",98.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,91,15,8,2016,0
Eggs - Retail,Dozen,"meat, fish and eggs",103,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,98.75,15,9,2016,3
Eggs - Retail,Dozen,"meat, fish and eggs",113.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,103,15,10,2016,5
Eggs - Retail,Dozen,"meat, fish and eggs",117.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,113.75,15,11,2016,1
Eggs - Retail,Dozen,"meat, fish and eggs",121,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,117.5,15,12,2016,3
Eggs - Retail,Dozen,"meat, fish and eggs",125.63,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,121,15,1,2017,6
Eggs - Retail,Dozen,"meat, fish and eggs",121.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,125.63,15,2,2017,2
Eggs - Retail,Dozen,"meat, fish and eggs",106,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,121.25,15,3,2017,2
Eggs - Retail,Dozen,"meat, fish and eggs",101.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,106,15,4,2017,5
Eggs - Retail,Dozen,"meat, fish and eggs",91.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,101.25,15,5,2017,0
Eggs - Retail,Dozen,"meat, fish and eggs",93,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,91.25,15,6,2017,3
Eggs - Retail,Dozen,"meat, fish and eggs",91.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,93,15,7,2017,5
Eggs - Retail,Dozen,"meat, fish and eggs",96,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,91.25,15,8,2017,1
Eggs - Retail,Dozen,"meat, fish and eggs",103.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,96,15,9,2017,4
Eggs - Retail,Dozen,"meat, fish and eggs",107.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,103.75,15,10,2017,6
Eggs - Retail,Dozen,"meat, fish and eggs",130,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,107.5,15,11,2017,2
Eggs - Retail,Dozen,"meat, fish and eggs",135,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,130,15,12,2017,4
Eggs - Retail,Dozen,"meat, fish and eggs",137.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,135,15,1,2018,0
Eggs - Retail,Dozen,"meat, fish and eggs",125,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,137.5,15,2,2018,3
Eggs - Retail,Dozen,"meat, fish and eggs",120,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,125,15,3,2018,3
Eggs - Retail,Dozen,"meat, fish and eggs",120,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,120,15,4,2018,6
Eggs - Retail,Dozen,"meat, fish and eggs",120,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,120,15,5,2018,1
Eggs - Retail,Dozen,"meat, fish and eggs",112.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,120,15,6,2018,4
Eggs - Retail,Dozen,"meat, fish and eggs",108.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,112.5,15,7,2018,6
Eggs - Retail,Dozen,"meat, fish and eggs",106.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,108.75,15,8,2018,2
Eggs - Retail,Dozen,"meat, fish and eggs",111.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,106.25,15,9,2018,5
Eggs - Retail,Dozen,"meat, fish and eggs",118.75,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,111.25,15,10,2018,0
Eggs - Retail,Dozen,"meat, fish and eggs",133,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,118.75,15,11,2018,3
Eggs - Retail,Dozen,"meat, fish and eggs",135,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,133,15,12,2018,5
Eggs - Retail,Dozen,"meat, fish and eggs",133,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,135,15,1,2019,1
Eggs - Retail,Dozen,"meat, fish and eggs",132.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,133,15,2,2019,4
Eggs - Retail,Dozen,"meat, fish and eggs",131.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,132.5,15,3,2019,4
Eggs - Retail,Dozen,"meat, fish and eggs",112.5,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,131.25,15,4,2019,0
Eggs - Retail,Dozen,"meat, fish and eggs",105,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,112.5,15,5,2019,2
Eggs - Retail,Dozen,"meat, fish and eggs",96.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,105,15,6,2019,5
Eggs - Retail,Dozen,"meat, fish and eggs",95,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,96.25,15,7,2019,0
Eggs - Retail,Dozen,"meat, fish and eggs",103,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,95,15,8,2019,3
Eggs - Retail,Dozen,"meat, fish and eggs",111.25,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,103,15,9,2019,6
Eggs - Retail,Dozen,"meat, fish and eggs",118,PKR,Pakistan,Balochistan,2272,Quetta,295,92,15,35,2,295_92_15_35,111.25,15,10,2019,1
Sugar - Retail,KG,miscellaneous food,52.8,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,118,15,1,2013,1
Sugar - Retail,KG,miscellaneous food,52,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52.8,15,2,2013,4
Sugar - Retail,KG,miscellaneous food,66.69,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52,15,3,2013,4
Sugar - Retail,KG,miscellaneous food,52,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,66.69,15,4,2013,0
Sugar - Retail,KG,miscellaneous food,53.2,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52,15,5,2013,2
Sugar - Retail,KG,miscellaneous food,55,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,53.2,15,7,2013,0
Sugar - Retail,KG,miscellaneous food,54.4,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,55,15,8,2013,3
Sugar - Retail,KG,miscellaneous food,53.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,54.4,15,9,2013,6
Sugar - Retail,KG,miscellaneous food,51.6,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,53.25,15,1,2014,2
Sugar - Retail,KG,miscellaneous food,52,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,51.6,15,2,2014,5
Sugar - Retail,KG,miscellaneous food,52.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52,15,3,2014,5
Sugar - Retail,KG,miscellaneous food,52.2,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52.75,15,4,2014,1
Sugar - Retail,KG,miscellaneous food,52,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52.2,15,5,2014,3
Sugar - Retail,KG,miscellaneous food,54,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52,15,6,2014,6
Sugar - Retail,KG,miscellaneous food,57.6,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,54,15,7,2014,1
Sugar - Retail,KG,miscellaneous food,59.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,57.6,15,8,2014,4
Sugar - Retail,KG,miscellaneous food,61,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,59.75,15,9,2014,0
Sugar - Retail,KG,miscellaneous food,59.4,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,61,15,10,2014,2
Sugar - Retail,KG,miscellaneous food,55.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,59.4,15,11,2014,5
Sugar - Retail,KG,miscellaneous food,52.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,55.75,15,12,2014,0
Sugar - Retail,KG,miscellaneous food,53.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,52.75,15,1,2015,3
Sugar - Retail,KG,miscellaneous food,53,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,53.25,15,2,2015,6
Sugar - Retail,KG,miscellaneous food,53.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,53,15,3,2015,6
Sugar - Retail,KG,miscellaneous food,56.6,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,53.25,15,4,2015,2
Sugar - Retail,KG,miscellaneous food,60.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,56.6,15,5,2015,4
Sugar - Retail,KG,miscellaneous food,64.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,60.75,15,6,2015,0
Sugar - Retail,KG,miscellaneous food,66,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,64.75,15,7,2015,2
Sugar - Retail,KG,miscellaneous food,65,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,66,15,8,2015,5
Sugar - Retail,KG,miscellaneous food,63.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,65,15,9,2015,1
Sugar - Retail,KG,miscellaneous food,58.8,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,63.75,15,10,2015,3
Sugar - Retail,KG,miscellaneous food,58.5,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,58.8,15,11,2015,6
Sugar - Retail,KG,miscellaneous food,56.4,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,58.5,15,12,2015,1
Sugar - Retail,KG,miscellaneous food,60,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,56.4,15,1,2016,4
Sugar - Retail,KG,miscellaneous food,63.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,60,15,2,2016,0
Sugar - Retail,KG,miscellaneous food,64,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,63.75,15,3,2016,1
Sugar - Retail,KG,miscellaneous food,64.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,64,15,4,2016,4
Sugar - Retail,KG,miscellaneous food,65,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,64.25,15,5,2016,6
Sugar - Retail,KG,miscellaneous food,65,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,65,15,6,2016,2
Sugar - Retail,KG,miscellaneous food,68.6,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,65,15,7,2016,4
Sugar - Retail,KG,miscellaneous food,71.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,68.6,15,8,2016,0
Sugar - Retail,KG,miscellaneous food,71.4,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,71.25,15,9,2016,3
Sugar - Retail,KG,miscellaneous food,70.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,71.4,15,10,2016,5
Sugar - Retail,KG,miscellaneous food,71.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,70.75,15,11,2016,1
Sugar - Retail,KG,miscellaneous food,66,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,71.75,15,12,2016,3
Sugar - Retail,KG,miscellaneous food,64,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,66,15,1,2017,6
Sugar - Retail,KG,miscellaneous food,63,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,64,15,2,2017,2
Sugar - Retail,KG,miscellaneous food,60.8,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,63,15,3,2017,2
Sugar - Retail,KG,miscellaneous food,61,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,60.8,15,4,2017,5
Sugar - Retail,KG,miscellaneous food,59,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,61,15,5,2017,0
Sugar - Retail,KG,miscellaneous food,57,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,59,15,6,2017,3
Sugar - Retail,KG,miscellaneous food,55,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,57,15,7,2017,5
Sugar - Retail,KG,miscellaneous food,57.6,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,55,15,8,2017,1
Sugar - Retail,KG,miscellaneous food,56,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,57.6,15,9,2017,4
Sugar - Retail,KG,miscellaneous food,56.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,56,15,10,2017,6
Sugar - Retail,KG,miscellaneous food,55.8,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,56.25,15,11,2017,2
Sugar - Retail,KG,miscellaneous food,54.75,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,55.8,15,12,2017,4
Sugar - Retail,KG,miscellaneous food,54.25,PKR,Pakistan,Balochistan,2272,Quetta,295,97,15,5,7,295_97_15_5,54.75,15,1,2018,0
