cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,prev_price,day,month,year,day_of_week
Wheat flour - Retail,KG,cereals and tubers,13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13,15,1,2004,3
Wheat flour - Retail,KG,cereals and tubers,13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13,15,2,2004,6
Wheat flour - Retail,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13,15,3,2004,0
Wheat flour - Retail,KG,cereals and tubers,12.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.25,15,4,2004,3
Wheat flour - Retail,KG,cereals and tubers,13.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.5,15,5,2004,5
Wheat flour - Retail,KG,cereals and tubers,13.405,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.25,15,6,2004,1
Wheat flour - Retail,KG,cereals and tubers,13.6,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.405,15,7,2004,3
Wheat flour - Retail,KG,cereals and tubers,13.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.6,15,8,2004,6
Wheat flour - Retail,KG,cereals and tubers,13.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.75,15,9,2004,2
Wheat flour - Retail,KG,cereals and tubers,13.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.75,15,10,2004,4
Wheat flour - Retail,KG,cereals and tubers,14.1875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.875,15,11,2004,0
Wheat flour - Retail,KG,cereals and tubers,14.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.1875,15,12,2004,2
Wheat flour - Retail,KG,cereals and tubers,14.375,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.75,15,1,2005,5
Wheat flour - Retail,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.375,15,2,2005,1
Wheat flour - Retail,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.25,15,3,2005,1
Wheat flour - Retail,KG,cereals and tubers,14.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.5,15,4,2005,4
Wheat flour - Retail,KG,cereals and tubers,13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.25,15,5,2005,6
Wheat flour - Retail,KG,cereals and tubers,12.66,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13,15,6,2005,2
Wheat flour - Retail,KG,cereals and tubers,12.66,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.66,15,7,2005,4
Wheat flour - Retail,KG,cereals and tubers,12.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.66,15,8,2005,0
Wheat flour - Retail,KG,cereals and tubers,12.625,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.5,15,9,2005,3
Wheat flour - Retail,KG,cereals and tubers,12.813,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.625,15,10,2005,5
Wheat flour - Retail,KG,cereals and tubers,12.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.813,15,11,2005,1
Wheat flour - Retail,KG,cereals and tubers,12.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.875,15,12,2005,3
Wheat flour - Retail,KG,cereals and tubers,12.815,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.875,15,1,2006,6
Wheat flour - Retail,KG,cereals and tubers,12.97,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.815,15,2,2006,2
Wheat flour - Retail,KG,cereals and tubers,12.97,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.97,15,3,2006,2
Wheat flour - Retail,KG,cereals and tubers,13.015,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,12.97,15,4,2006,5
Wheat flour - Retail,KG,cereals and tubers,13.15,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.015,15,5,2006,0
Wheat flour - Retail,KG,cereals and tubers,13.32,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.15,15,6,2006,3
Wheat flour - Retail,KG,cereals and tubers,13.15,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.32,15,7,2006,5
Wheat flour - Retail,KG,cereals and tubers,13.29,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.15,15,8,2006,1
Wheat flour - Retail,KG,cereals and tubers,13.4225,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.29,15,9,2006,4
Wheat flour - Retail,KG,cereals and tubers,13.19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.4225,15,10,2006,6
Wheat flour - Retail,KG,cereals and tubers,13.19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.19,15,11,2006,2
Wheat flour - Retail,KG,cereals and tubers,13.785,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.19,15,12,2006,4
Wheat flour - Retail,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,13.785,15,1,2007,0
Wheat flour - Retail,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.13,15,2,2007,3
Wheat flour - Retail,KG,cereals and tubers,14.13,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.13,15,3,2007,3
Wheat flour - Retail,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.13,15,4,2007,6
Wheat flour - Retail,KG,cereals and tubers,14.1,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.5,15,5,2007,1
Wheat flour - Retail,KG,cereals and tubers,14.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.1,15,6,2007,4
Wheat flour - Retail,KG,cereals and tubers,15.19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,14.5,15,7,2007,6
Wheat flour - Retail,KG,cereals and tubers,15.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,15.19,15,8,2007,2
Wheat flour - Retail,KG,cereals and tubers,15.696,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,15.75,15,9,2007,5
Wheat flour - Retail,KG,cereals and tubers,17.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,15.696,15,10,2007,0
Wheat flour - Retail,KG,cereals and tubers,19,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,17.25,15,11,2007,3
Wheat flour - Retail,KG,cereals and tubers,19.875,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,19,15,12,2007,5
Wheat flour - Retail,KG,cereals and tubers,21.05,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,19.875,15,1,2008,1
Wheat flour - Retail,KG,cereals and tubers,15.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,21.05,15,2,2008,4
Wheat flour - Retail,KG,cereals and tubers,15.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,15.25,15,3,2008,5
Wheat flour - Retail,KG,cereals and tubers,27.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,15.25,15,4,2008,1
Wheat flour - Retail,KG,cereals and tubers,30,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.5,15,5,2008,3
Wheat flour - Retail,KG,cereals and tubers,27,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30,15,6,2008,6
Wheat flour - Retail,KG,cereals and tubers,27.6,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27,15,7,2008,1
Wheat flour - Retail,KG,cereals and tubers,27.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.6,15,8,2008,4
Wheat flour - Retail,KG,cereals and tubers,27,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.5,15,9,2008,0
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27,15,10,2008,2
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,11,2008,5
Wheat flour - Retail,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,12,2008,0
Wheat flour - Retail,KG,cereals and tubers,28.6,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,32.5,15,1,2009,3
Wheat flour - Retail,KG,cereals and tubers,27,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28.6,15,2,2009,6
Wheat flour - Retail,KG,cereals and tubers,27,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27,15,3,2009,6
Wheat flour - Retail,KG,cereals and tubers,28.58,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27,15,4,2009,2
Wheat flour - Retail,KG,cereals and tubers,28.98,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28.58,15,5,2009,4
Wheat flour - Retail,KG,cereals and tubers,28.98,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28.98,15,6,2009,0
Wheat flour - Retail,KG,cereals and tubers,28.592,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28.98,15,7,2009,2
Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28.592,15,8,2009,5
Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.04,15,9,2009,1
Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.04,15,10,2009,3
Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.04,15,11,2009,6
Wheat flour - Retail,KG,cereals and tubers,27.04,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.04,15,12,2009,1
Wheat flour - Retail,KG,cereals and tubers,29.82,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,27.04,15,1,2010,4
Wheat flour - Retail,KG,cereals and tubers,30.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,29.82,15,2,2010,0
Wheat flour - Retail,KG,cereals and tubers,30.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.75,15,3,2010,0
Wheat flour - Retail,KG,cereals and tubers,30.3,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.75,15,4,2010,3
Wheat flour - Retail,KG,cereals and tubers,28,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.3,15,5,2010,5
Wheat flour - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28,15,6,2010,1
Wheat flour - Retail,KG,cereals and tubers,26.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,26.5,15,7,2010,3
Wheat flour - Retail,KG,cereals and tubers,26.88,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,26.5,15,8,2010,6
Wheat flour - Retail,KG,cereals and tubers,28,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,26.88,15,9,2010,2
Wheat flour - Retail,KG,cereals and tubers,29.88,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,28,15,10,2010,4
Wheat flour - Retail,KG,cereals and tubers,30.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,29.88,15,11,2010,0
Wheat flour - Retail,KG,cereals and tubers,30.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.25,15,12,2010,2
Wheat flour - Retail,KG,cereals and tubers,30.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.5,15,1,2011,5
Wheat flour - Retail,KG,cereals and tubers,30.88,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.5,15,2,2011,1
Wheat flour - Retail,KG,cereals and tubers,31,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.88,15,3,2011,1
Wheat flour - Retail,KG,cereals and tubers,31,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,31,15,4,2011,4
Wheat flour - Retail,KG,cereals and tubers,30.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,31,15,5,2011,6
Wheat flour - Retail,KG,cereals and tubers,30,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.25,15,6,2011,2
Wheat flour - Retail,KG,cereals and tubers,30.38,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30,15,7,2011,4
Wheat flour - Retail,KG,cereals and tubers,30,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30.38,15,8,2011,0
Wheat flour - Retail,KG,cereals and tubers,30,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30,15,9,2011,3
Wheat flour - Retail,KG,cereals and tubers,30,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30,15,10,2011,5
Wheat flour - Retail,KG,cereals and tubers,30,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30,15,11,2011,1
Wheat flour - Retail,KG,cereals and tubers,31.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,30,15,12,2011,3
Wheat flour - Retail,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,31.5,15,1,2012,6
Wheat flour - Retail,KG,cereals and tubers,32.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,32.5,15,2,2012,2
Wheat flour - Retail,KG,cereals and tubers,32.7,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,32.5,15,3,2012,3
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,32.7,15,4,2012,6
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,5,2012,1
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,6,2012,4
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,7,2012,6
Wheat flour - Retail,KG,cereals and tubers,33,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,8,2012,2
Wheat flour - Retail,KG,cereals and tubers,34,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,33,15,9,2012,5
Wheat flour - Retail,KG,cereals and tubers,34,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,34,15,10,2012,0
Wheat flour - Retail,KG,cereals and tubers,34,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,34,15,11,2012,3
Wheat flour - Retail,KG,cereals and tubers,34,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,34,15,12,2012,5
Wheat flour - Retail,KG,cereals and tubers,35.2,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,34,15,1,2013,1
Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,35.2,15,2,2013,4
Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,35.5,15,3,2013,4
Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,35.5,15,4,2013,0
Wheat flour - Retail,KG,cereals and tubers,35.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,35.5,15,5,2013,2
Wheat flour - Retail,KG,cereals and tubers,37.75,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,35.5,15,6,2013,5
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,37.75,15,7,2013,0
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,8,2013,3
Wheat flour - Retail,KG,cereals and tubers,40.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,9,2013,6
Wheat flour - Retail,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40.25,15,10,2013,1
Wheat flour - Retail,KG,cereals and tubers,43.12,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40.5,15,11,2013,4
Wheat flour - Retail,KG,cereals and tubers,47,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,43.12,15,12,2013,6
Wheat flour - Retail,KG,cereals and tubers,47,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,47,15,1,2014,2
Wheat flour - Retail,KG,cereals and tubers,47,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,47,15,2,2014,5
Wheat flour - Retail,KG,cereals and tubers,47.25,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,47,15,3,2014,5
Wheat flour - Retail,KG,cereals and tubers,47.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,47.25,15,4,2014,1
Wheat flour - Retail,KG,cereals and tubers,44.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,47.5,15,5,2014,3
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,44.5,15,6,2014,6
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,7,2014,1
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,8,2014,4
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,9,2014,0
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,10,2014,2
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,11,2014,5
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,12,2014,0
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,1,2015,3
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,2,2015,6
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,3,2015,6
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,4,2015,2
Wheat flour - Retail,KG,cereals and tubers,41,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,5,2015,4
Wheat flour - Retail,KG,cereals and tubers,39,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,41,15,6,2015,0
Wheat flour - Retail,KG,cereals and tubers,38,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,39,15,7,2015,2
Wheat flour - Retail,KG,cereals and tubers,38,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,38,15,8,2015,5
Wheat flour - Retail,KG,cereals and tubers,38,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,38,15,9,2015,1
Wheat flour - Retail,KG,cereals and tubers,38.2,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,38,15,10,2015,3
Wheat flour - Retail,KG,cereals and tubers,39,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,38.2,15,11,2015,6
Wheat flour - Retail,KG,cereals and tubers,39.8,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,39,15,12,2015,1
Wheat flour - Retail,KG,cereals and tubers,40.5,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,39.8,15,1,2016,4
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40.5,15,2,2016,0
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,3,2016,1
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,4,2016,4
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,5,2016,6
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,6,2016,2
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,7,2016,4
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,8,2016,0
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,9,2016,3
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,10,2016,5
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,11,2016,1
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,12,2016,3
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,1,2017,6
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,2,2017,2
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,3,2017,2
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,4,2017,5
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,5,2017,0
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,6,2017,3
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,7,2017,5
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,8,2017,1
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,9,2017,4
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,10,2017,6
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,11,2017,2
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,12,2017,4
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,1,2018,0
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,2,2018,3
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,3,2018,3
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,4,2018,6
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,5,2018,1
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,6,2018,4
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,7,2018,6
Wheat flour - Retail,KG,cereals and tubers,40,PKR,Pakistan,Balochistan,2272,Quetta,295,58,15,5,1,295_58_15_5,40,15,8,2018,2
